# k, xm.power, xs.power, xd.power,  pm1.power, pm2.power, ps1.power, ps2.power, pd1.power, pd2.power
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.691056022563805813e-03 4.011161057692308077e+03 2.400069110576923322e+03 1.549513127253605944e+02 1.159361628605769283e+03 1.559212019230769329e+04 8.092068810096154721e+02 3.166443990384615608e+04 5.196357609675481370e+01 2.046842848557692378e+03
1.503254434404273886e-02 4.660505208333333030e+03 5.472973958333333030e+03 3.530054796006944002e+02 2.246015407986110858e+03 1.302900694444444343e+04 3.825340277777777374e+03 2.411289756944444161e+04 2.448033582899305429e+02 1.561972981770833258e+03
2.104537904654678673e-02 4.800439555921052488e+03 6.137173519736841627e+03 3.930425575657894797e+02 2.282490542763157919e+03 1.270930756578947330e+04 3.530466694078947057e+03 2.311805427631578641e+04 2.258164576480263008e+02 1.483339432565789366e+03
2.718418752217394846e-02 3.883718750000000455e+03 5.844286858974359347e+03 3.767706997863248262e+02 2.047883947649572747e+03 9.284895299145300669e+03 3.825889155982906232e+03 1.736164636752137085e+04 2.440469250801282328e+02 1.121970886752136948e+03
3.359305548768203725e-02 6.245423677884616154e+03 1.136125480769230853e+04 7.329175180288461888e+02 4.367730468750000000e+03 1.128857812500000000e+04 1.270187500000000000e+04 1.979568269230769511e+04 8.157827524038461888e+02 1.280895883413461661e+03
3.967812110980351720e-02 5.266892708333332848e+03 1.026442499999999927e+04 6.597960286458333030e+02 4.049541666666666515e+03 8.735764583333333576e+03 1.240272291666666570e+04 1.595317291666666642e+04 7.946324869791666288e+02 1.023644661458333303e+03
4.573133090443888549e-02 5.448837603878116170e+03 1.147094875346260415e+04 7.346792763157894797e+02 4.550272853185595523e+03 7.767428670360111028e+03 1.443760803324099652e+04 1.407315650969529088e+04 9.273838296398891998e+02 8.994242555401662003e+02
5.186912300623527233e-02 4.784055491990846349e+03 9.883727688787184888e+03 6.322898312356979886e+02 3.889172196796338540e+03 7.106197940503432619e+03 1.186468306636155648e+04 1.295331006864988558e+04 7.618805778032036642e+02 8.233877288329518933e+02
5.807971256735403043e-02 4.467923407917383884e+03 9.151795180722891018e+03 5.868730098967297408e+02 3.681144148020654029e+03 6.563966006884681519e+03 1.104593803786574972e+04 1.189996299483648909e+04 7.094756884681584097e+02 7.604155012908778417e+02
6.422094742881356844e-02 4.290878865979381771e+03 8.676266568483062656e+03 5.544930504418261989e+02 3.522599779086892340e+03 6.290008100147275400e+03 1.031166053019145693e+04 1.138430633284241594e+04 6.626544090574374195e+02 7.237586524300442079e+02
7.029194303550849454e-02 3.442499387254902103e+03 6.885549019607842638e+03 4.439800474877450824e+02 2.885409007352940989e+03 5.014466299019607504e+03 8.421722426470587379e+03 8.990158088235293690e+03 5.417125459558823195e+02 5.763788679534313815e+02
7.656976085866129544e-02 3.689366404715127373e+03 7.397191552062868141e+03 4.780399066797642149e+02 3.147571218074655917e+03 5.127474950884085956e+03 8.971836935166993499e+03 9.091929273084479064e+03 5.817961689587425553e+02 5.805507121807464728e+02
8.283279975513359317e-02 3.069157792207792227e+03 6.091587445887445938e+03 3.904471320346320340e+02 2.628151298701298856e+03 4.326288744588744521e+03 7.507039826839826674e+03 7.641761904761904589e+03 4.831956709956709801e+02 4.840359848484848726e+02
