# k, xm.power, xs.power, xd.power,  pm1.power, pm2.power, ps1.power, ps2.power, pd1.power, pd2.power
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.691056022563805813e-03 3.202953554976444874e-05 3.166444230769230853e+04 5.555979567307692378e+03 5.204533385457702957e-12 2.438673798076923049e+04 3.166444230769230853e+04 3.166444230769230853e+04 5.555979567307692378e+03 5.555979567307692378e+03
1.503254434404273886e-02 4.061873268154967256e-06 2.411289583333333212e+04 4.239139322916666060e+03 5.591782052826053476e-12 2.090810763888888687e+04 2.411289583333333212e+04 2.411289583333333212e+04 4.239139322916666060e+03 4.239139322916666060e+03
2.104537904654678673e-02 -4.322512847322381997e-05 2.311805427631578641e+04 3.992711348684210407e+03 4.923510429764488973e-12 2.023110690789473665e+04 2.311805427631578641e+04 2.311805427631578641e+04 3.992711348684210407e+03 3.992711348684210407e+03
2.718418752217394846e-02 1.526674261698738280e-06 1.736164636752137085e+04 3.031409989316239717e+03 4.904677803497820867e-12 1.475544337606837689e+04 1.736164636752137085e+04 1.736164636752137085e+04 3.031409989316239717e+03 3.031409989316239717e+03
3.359305548768203725e-02 4.864131610576923777e+03 1.979568389423076951e+04 3.450061298076923322e+03 4.887722355769231399e+03 1.806176923076923049e+04 1.979568389423076951e+04 1.979568389423076951e+04 3.450061298076923322e+03 3.450061298076923322e+03
3.967812110980351720e-02 5.082391145833333212e+03 1.595317291666666642e+04 2.732241145833333121e+03 5.115507291666666788e+03 1.370081250000000000e+04 1.595317291666666642e+04 1.595317291666666642e+04 2.732241145833333121e+03 2.732241145833333121e+03
4.573133090443888549e-02 6.573046398891966419e+03 1.407315650969529088e+04 2.383674515235456965e+03 6.606183518005540463e+03 1.226698060941828226e+04 1.407315650969529088e+04 1.407315650969529088e+04 2.383674515235456965e+03 2.383674515235456965e+03
5.186912300623527233e-02 6.607774027459954596e+03 1.295331121281464584e+04 2.166612986270022702e+03 6.638521739130434980e+03 1.118521167048054849e+04 1.295331121281464584e+04 1.295331121281464584e+04 2.166612986270022702e+03 2.166612986270022702e+03
5.807971256735403043e-02 6.193979776247848349e+03 1.189996213425129099e+04 2.000890275387263500e+03 6.231178141135972510e+03 1.029425301204819334e+04 1.189996213425129099e+04 1.189996213425129099e+04 2.000890275387263500e+03 2.000890275387263500e+03
6.422094742881356844e-02 6.790274668630338965e+03 1.138430633284241594e+04 1.889122238586156072e+03 6.833445508100146981e+03 9.894050073637701644e+03 1.138430633284241594e+04 1.138430633284241594e+04 1.889122238586156072e+03 1.889122238586156072e+03
7.029194303550849454e-02 5.386358455882353155e+03 8.990157475490195793e+03 1.506362285539215691e+03 5.432450367647058556e+03 7.891020833333333030e+03 8.990157475490195793e+03 8.990157475490195793e+03 1.506362285539215691e+03 1.506362285539215691e+03
7.656976085866129544e-02 5.884086444007858518e+03 9.091929273084479064e+03 1.505094056974459590e+03 5.939808447937130950e+03 8.054883104125736281e+03 9.091929273084479064e+03 9.091929273084479064e+03 1.505094056974459590e+03 1.505094056974459590e+03
8.283279975513359317e-02 5.235941125541125984e+03 7.641762770562770129e+03 1.242730735930735818e+03 5.280933333333333394e+03 6.751396969696969791e+03 7.641762770562770129e+03 7.641762770562770129e+03 1.242730735930735818e+03 1.242730735930735818e+03
8.886264192081894109e-02 4.562128560126581760e+03 7.028919303797468274e+03 1.126098299050632932e+03 4.603229034810126905e+03 6.066170490506328861e+03 7.028919303797468274e+03 7.028919303797468274e+03 1.126098299050632932e+03 1.126098299050632932e+03
