# k, xm.power, xs.power, xd.power,  pm1.power, pm2.power, ps1.power, ps2.power, pd1.power, pd2.power
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.691056022563805813e-03 -3.244213159912481175e-05 3.166444230769230853e+04 1.048979417067307850e+03 1.706894641654385038e-12 1.583738581730769329e+04 3.166444230769230853e+04 3.166444230769230853e+04 1.048979417067307850e+03 1.048979417067307850e+03
1.503254434404273886e-02 2.513208083756681682e-05 2.411289583333333212e+04 7.999781901041666288e+02 2.953323735257720072e-12 1.286450000000000000e+04 2.411289583333333212e+04 2.411289583333333212e+04 7.999781901041666288e+02 7.999781901041666288e+02
2.104537904654678673e-02 -1.556700934950066098e-05 2.311805427631578641e+04 7.615695415296052033e+02 2.734894730273638875e-12 1.257740625000000000e+04 2.311805427631578641e+04 2.311805427631578641e+04 7.615695415296052033e+02 7.615695415296052033e+02
2.718418752217394846e-02 -1.201046129258779535e-05 1.736164636752137085e+04 5.750043402777778283e+02 3.070838692543318901e-12 9.291579059829060498e+03 1.736164636752137085e+04 1.736164636752137085e+04 5.750043402777778283e+02 5.750043402777778283e+02
3.359305548768203725e-02 2.558856670673077133e+03 1.979568028846153902e+04 6.560812049278846416e+02 2.610395432692307622e+03 1.120564543269230853e+04 1.979568028846153902e+04 1.979568028846153902e+04 6.560812049278846416e+02 6.560812049278846416e+02
3.967812110980351720e-02 1.733546875000000000e+03 1.595317291666666642e+04 5.253522786458332803e+02 1.782811718749999955e+03 8.809635416666666060e+03 1.595317291666666642e+04 1.595317291666666642e+04 5.253522786458332803e+02 5.253522786458332803e+02
4.573133090443888549e-02 1.742931094182825518e+03 1.407315789473684163e+04 4.619481907894736992e+02 1.773753116343490319e+03 7.740554016620498260e+03 1.407315789473684163e+04 1.407315789473684163e+04 4.619481907894736992e+02 4.619481907894736992e+02
5.186912300623527233e-02 1.379053918764302125e+03 1.295331006864988558e+04 4.232872926201372934e+02 1.380689502288329550e+03 7.103853546910755540e+03 1.295331006864988558e+04 1.295331006864988558e+04 4.232872926201372934e+02 4.232872926201372934e+02
5.807971256735403043e-02 1.421295718588640284e+03 1.189996299483648909e+04 3.902746073580034363e+02 1.460201054216867533e+03 6.583965146299483422e+03 1.189996299483648909e+04 1.189996299483648909e+04 3.902746073580034363e+02 3.902746073580034363e+02
6.422094742881356844e-02 1.444096649484536101e+03 1.138430633284241594e+04 3.718615150957290325e+02 1.482974871134020532e+03 6.272233431516936434e+03 1.138430633284241594e+04 1.138430633284241594e+04 3.718615150957290325e+02 3.718615150957290325e+02
7.029194303550849454e-02 1.057363587622548948e+03 8.990157475490195793e+03 2.953780254289215463e+02 1.088294730392156907e+03 5.036273284313725526e+03 8.990157475490195793e+03 8.990157475490195793e+03 2.953780254289215463e+02 2.953780254289215463e+02
7.656976085866129544e-02 1.092112966601178641e+03 9.091929273084479064e+03 2.977732686640471229e+02 1.122931606090373180e+03 5.132205304518663979e+03 9.091929273084479064e+03 9.091929273084479064e+03 2.977732686640471229e+02 2.977732686640471229e+02
8.283279975513359317e-02 1.111058116883116782e+03 7.641761904761904589e+03 2.484969155844155750e+02 1.141591233766233699e+03 4.345875324675324919e+03 7.641761904761904589e+03 7.641761904761904589e+03 2.484969155844155750e+02 2.484969155844155750e+02
8.886264192081894109e-02 8.514095134493670685e+02 7.028919303797468274e+03 2.276525415348101262e+02 8.876542721518986809e+02 3.959310126582278372e+03 7.028919303797468274e+03 7.028919303797468274e+03 2.276525415348101262e+02 2.276525415348101262e+02
