# k, xm.power, xs.power, xd.power,  pm1.power, pm2.power, ps1.power, ps2.power, pd1.power, pd2.power
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.691056022563805813e-03 2.947630709134615699e+03 3.619317007211538566e+03 2.332980957031250000e+02 8.919042968750000000e+02 1.558943389423076951e+04 8.615344801682692832e+02 3.166444230769230853e+04 5.540543306790866041e+01 2.045722355769230944e+03
1.503254434404273886e-02 4.315405381944444343e+03 5.544685763888888687e+03 3.567140842013888573e+02 2.851196614583333030e+03 1.302271354166666606e+04 4.047091579861110858e+03 2.411289583333333212e+04 2.589550781250000000e+02 1.558744683159722172e+03
2.104537904654678673e-02 4.891840460526315837e+03 6.763493421052630765e+03 4.319084601151315610e+02 3.012844983552631220e+03 1.269775493421052488e+04 4.018718750000000000e+03 2.311805427631578641e+04 2.569982010690789593e+02 1.476179276315789366e+03
2.718418752217394846e-02 3.880874198717949184e+03 5.499114316239316395e+03 3.523127003205128744e+02 2.875496527777778283e+03 9.271368589743589837e+03 3.987656250000000455e+03 1.736164636752137085e+04 2.537874766292735274e+02 1.116892361111111313e+03
3.359305548768203725e-02 6.980847355769231399e+03 1.060297355769230853e+04 6.814094801682692832e+02 6.615018028846154266e+03 1.126339543269230853e+04 1.099630649038461524e+04 1.979568389423076951e+04 7.065829326923077360e+02 1.269777644230769283e+03
3.967812110980351720e-02 6.006255208333333030e+03 9.318404166666667152e+03 5.937458333333332803e+02 6.356030208333333576e+03 8.708346874999999272e+03 1.054295208333333358e+04 1.595317291666666642e+04 6.746718098958333485e+02 1.009806770833333303e+03
4.573133090443888549e-02 6.162060249307479353e+03 9.786302631578946603e+03 6.200891620498614429e+02 6.769447368421052488e+03 7.735010387811634246e+03 1.118308725761772803e+04 1.407315650969529088e+04 7.170728878116343594e+02 8.827436807479224399e+02
5.186912300623527233e-02 5.904632723112128588e+03 9.500204233409611334e+03 6.009179061784897158e+02 6.592007437070938067e+03 7.068020594965674718e+03 1.087022540045766618e+04 1.295331121281464584e+04 6.956127717391303804e+02 8.035386155606407783e+02
5.807971256735403043e-02 5.391673407917383884e+03 8.519260757314974398e+03 5.377513984509466809e+02 6.040558089500860660e+03 6.519779690189328903e+03 9.599516351118760213e+03 1.189996213425129099e+04 6.147504302925989350e+02 7.391933089500861342e+02
