# k, xm.power, xs.power, xd.power,  pm1.power, pm2.power, ps1.power, ps2.power, pd1.power, pd2.power
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.691056022563805813e-03 3.533973257211538566e+03 3.775206129807692378e+03 2.432592397836538680e+02 9.445860126201923777e+02 1.558943389423076951e+04 7.509314903846154721e+02 3.166444230769230853e+04 4.823837045522837030e+01 2.045722355769230944e+03
1.503254434404273886e-02 4.543586805555555657e+03 5.873728732638888687e+03 3.774905870225694002e+02 2.471121310763888687e+03 1.302271354166666606e+04 3.788234375000000000e+03 2.411289583333333212e+04 2.420078938802083144e+02 1.558744683159722172e+03
2.104537904654678673e-02 5.207849506578947512e+03 7.517972861842104976e+03 4.801512129934210407e+02 2.742248149671052488e+03 1.269775493421052488e+04 4.093804276315789139e+03 2.311805427631578641e+04 2.614201788651315610e+02 1.476179276315789366e+03
2.718418752217394846e-02 4.248807959401709923e+03 6.453957264957265579e+03 4.134191372863248262e+02 2.650615918803418936e+03 9.271368589743589837e+03 4.204494658119658197e+03 1.736164636752137085e+04 2.669641259348290987e+02 1.116892361111111313e+03
3.359305548768203725e-02 7.157531850961539021e+03 1.177250600961538476e+04 7.551160606971154721e+02 5.999848557692307622e+03 1.126339543269230853e+04 1.181358293269230853e+04 1.979568389423076951e+04 7.578207632211539249e+02 1.269777644230769283e+03
3.967812110980351720e-02 6.074480208333333394e+03 1.029290416666666715e+04 6.547467447916666288e+02 5.556990625000000364e+03 8.708346874999999272e+03 1.106723749999999927e+04 1.595317291666666642e+04 7.063472656249999773e+02 1.009806770833333303e+03
4.573133090443888549e-02 6.067381578947368325e+03 1.064026385041551293e+04 6.732738919667590380e+02 5.887078254847645439e+03 7.735010387811634246e+03 1.198870637119113599e+04 1.407315650969529088e+04 7.668409799168974814e+02 8.827436807479224399e+02
5.186912300623527233e-02 5.795285469107551762e+03 1.034070137299771159e+04 6.533388157894736423e+02 5.711812929061785326e+03 7.068020594965674718e+03 1.159345194508009081e+04 1.295331121281464584e+04 7.407763157894736423e+02 8.035386155606407783e+02
5.807971256735403043e-02 5.374012048192771545e+03 9.480999139414801903e+03 5.970512586058520128e+02 5.300070998278829393e+03 6.519779690189328903e+03 1.046788296041308058e+04 1.189996213425129099e+04 6.683679001721170607e+02 7.391933089500861342e+02
6.422094742881356844e-02 5.405588365243003864e+03 9.610363770250367452e+03 6.025434002209130995e+02 5.430277982326951133e+03 6.238226804123711190e+03 1.074018777614138344e+04 1.138430633284241594e+04 6.846035530191458065e+02 6.997597109720176149e+02
7.029194303550849454e-02 4.260611213235293690e+03 7.427819852941176578e+03 4.680907245710783968e+02 4.298641850490195793e+03 4.965000306372548948e+03 8.358413602941176578e+03 8.990157475490195793e+03 5.333188572303921546e+02 5.551393995098038658e+02
7.656976085866129544e-02 4.512203339882121327e+03 7.883572691552062679e+03 4.955521856581531779e+02 4.604738212180745904e+03 5.067886051080549805e+03 8.840996070726914695e+03 9.091929273084479064e+03 5.671490667976423765e+02 5.561662573673869474e+02
8.283279975513359317e-02 3.902132034632034447e+03 6.869436796536796464e+03 4.251659361471861303e+02 4.040048051948052034e+03 4.267341558441558846e+03 7.816947186147186585e+03 7.641762770562770129e+03 4.967813311688311728e+02 4.597826839826839773e+02
8.886264192081894109e-02 3.456933148734176939e+03 6.102601265822784626e+03 3.740415100870253013e+02 3.539057357594936548e+03 3.851328322784810098e+03 6.779950158227848078e+03 7.028919303797468274e+03 4.283417721518987378e+02 4.169345332278480782e+02
9.493524398572131262e-02 3.078664928292046625e+03 5.473445893089960919e+03 3.366059322033898411e+02 3.180483050847457434e+03 3.372507170795306138e+03 6.140338983050847673e+03 6.163104954367666323e+03 3.884249511082138042e+02 3.653227672750977604e+02
1.010510809291368245e-01 2.817131881427707413e+03 4.948297338173018943e+03 3.048565486993345530e+02 2.931088021778584789e+03 3.066165154264972898e+03 5.604213551119177282e+03 5.545301875378100704e+03 3.531301799758015818e+02 3.301335072595281304e+02
1.071918355362574127e-01 2.599425521098119134e+03 4.556128622267412538e+03 2.767593098627351083e+02 2.730000254194204445e+03 2.804151499745805722e+03 5.196237925775292751e+03 5.060449415353329641e+03 3.272500000000000000e+02 2.959153851042196379e+02
1.133640700251744293e-01 2.399751289263947456e+03 4.233242381622128960e+03 2.546045182841069163e+02 2.533518284106891770e+03 2.594083919362400593e+03 4.828418190342241360e+03 4.749401312705110286e+03 3.018757032348804614e+02 2.732969995311767661e+02
1.195184611122857843e-01 2.312827492699207141e+03 4.037526908635794825e+03 2.400836983729662109e+02 2.425050896954526252e+03 2.522306007509386745e+03 4.574445556946182478e+03 4.620261576971213799e+03 2.850641948268669239e+02 2.614195348352106976e+02
1.256657517103361710e-01 2.119199999999999818e+03 3.686025047438330148e+03 2.186439516129032370e+02 2.235327324478178525e+03 2.318961859582542729e+03 4.241119165085388886e+03 4.224255028462997871e+03 2.627928368121442304e+02 2.373395872865275180e+02
