# k, xm.power, xs.power, xd.power,  pm1.power, pm2.power, ps1.power, ps2.power, pd1.power, pd2.power
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.691056022563805813e-03 5.144006214462793999e-05 3.166444230769230853e+04 5.555979567307692378e+03 6.461126505614017822e-12 2.438673798076923049e+04 3.166444230769230853e+04 3.166444230769230853e+04 5.555979567307692378e+03 5.555979567307692378e+03
1.503254434404273886e-02 -5.469698872831132075e-05 2.411289583333333212e+04 4.239139322916666060e+03 4.469838079914880578e-12 2.090810763888888687e+04 2.411289583333333212e+04 2.411289583333333212e+04 4.239139322916666060e+03 4.239139322916666060e+03
2.104537904654678673e-02 -1.044236705638468266e-05 2.311805427631578641e+04 3.992711348684210407e+03 5.886388963979713964e-12 2.023110690789473665e+04 2.311805427631578641e+04 2.311805427631578641e+04 3.992711348684210407e+03 3.992711348684210407e+03
2.718418752217394846e-02 -1.646510552232846375e-05 1.736164636752137085e+04 3.031409989316239717e+03 5.366902079446280038e-12 1.475544337606837689e+04 1.736164636752137085e+04 1.736164636752137085e+04 3.031409989316239717e+03 3.031409989316239717e+03
3.359305548768203725e-02 4.864131610576923777e+03 1.979568389423076951e+04 3.450061298076923322e+03 4.887722055288461888e+03 1.806176923076923049e+04 1.979568389423076951e+04 1.979568389423076951e+04 3.450061298076923322e+03 3.450061298076923322e+03
3.967812110980351720e-02 5.082391145833333212e+03 1.595317291666666642e+04 2.732241145833333121e+03 5.115508333333333212e+03 1.370081250000000000e+04 1.595317291666666642e+04 1.595317291666666642e+04 2.732241145833333121e+03 2.732241145833333121e+03
4.573133090443888549e-02 6.573046398891966419e+03 1.407315650969529088e+04 2.383674515235456965e+03 6.606183518005540463e+03 1.226698060941828226e+04 1.407315650969529088e+04 1.407315650969529088e+04 2.383674515235456965e+03 2.383674515235456965e+03
5.186912300623527233e-02 6.607774027459954596e+03 1.295331121281464584e+04 2.166612986270022702e+03 6.638521739130434980e+03 1.118521167048054849e+04 1.295331121281464584e+04 1.295331121281464584e+04 2.166612986270022702e+03 2.166612986270022702e+03
5.807971256735403043e-02 6.193979776247848349e+03 1.189996213425129099e+04 2.000890275387263500e+03 6.231178141135972510e+03 1.029425301204819334e+04 1.189996213425129099e+04 1.189996213425129099e+04 2.000890275387263500e+03 2.000890275387263500e+03
