# k, xm.power, xs.power, xd.power,  pm1.power, pm2.power, ps1.power, ps2.power, pd1.power, pd2.power
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.691056022563805813e-03 5.335705528846154266e+03 2.220373497596153811e+03 7.355387526292068401e+01 1.985724008413461661e+03 1.583738581730769329e+04 7.929947415865384528e+02 3.166443990384615608e+04 2.614796799879807665e+01 1.048979417067307850e+03
1.503254434404273886e-02 4.745865017361110404e+03 3.150689453125000000e+03 1.039324612087673501e+02 2.348627170138888687e+03 1.286450000000000000e+04 2.347514973958333030e+03 2.411289756944444161e+04 7.710822889539930713e+01 7.999781901041666288e+02
2.104537904654678673e-02 5.430361430921052488e+03 5.555362253289473301e+03 1.827056692023026301e+02 2.879076891447368325e+03 1.257740625000000000e+04 3.319101151315789139e+03 2.311805427631578641e+04 1.090765573601973557e+02 7.615695415296052033e+02
2.718418752217394846e-02 4.205997863247863279e+03 4.948401709401709923e+03 1.632760917467948900e+02 2.391006410256410618e+03 9.291579059829060498e+03 3.268306623931624472e+03 1.736164636752137085e+04 1.071086822248931725e+02 5.750043402777778283e+02
3.359305548768203725e-02 6.667173076923077133e+03 1.132149399038461524e+04 3.747373798076923208e+02 4.970000300480769511e+03 1.120564543269230853e+04 1.392100961538461706e+04 1.979568269230769511e+04 4.591008112980769624e+02 6.560812049278846416e+02
3.967812110980351720e-02 5.035438541666666424e+03 8.194299479166666060e+03 2.702174804687500114e+02 3.695289583333333212e+03 8.809635416666666060e+03 9.623836458333333212e+03 1.595317291666666642e+04 3.170920898437499886e+02 5.253522786458332803e+02
4.573133090443888549e-02 4.666429709141274543e+03 8.064900969529086069e+03 2.647050077908587014e+02 3.571659279778393284e+03 7.740554016620498260e+03 9.418640581717450914e+03 1.407315650969529088e+04 3.095798779432133188e+02 4.619481907894736992e+02
5.186912300623527233e-02 4.130192219679634036e+03 6.874551487414187250e+03 2.260773026315789593e+02 3.083598684210526244e+03 7.103853546910755540e+03 7.715824942791761714e+03 1.295331006864988558e+04 2.547269915617848994e+02 4.232872926201372934e+02
5.807971256735403043e-02 3.921456540447504267e+03 6.692926850258175364e+03 2.203472461273666170e+02 2.962700731497418474e+03 6.583965146299483422e+03 7.539512908777969642e+03 1.189996299483648909e+04 2.488595901462994959e+02 3.902746073580034363e+02
6.422094742881356844e-02 3.789328055964653686e+03 6.558202503681884991e+03 2.148498711340206171e+02 2.905665684830633381e+03 6.272233431516936434e+03 7.371008836524300023e+03 1.138430633284241594e+04 2.423580863402061709e+02 3.718615150957290325e+02
7.029194303550849454e-02 2.958207720588235134e+03 4.935020526960784082e+03 1.621509650735294201e+02 2.257678308823529278e+03 5.036273284313725526e+03 5.570825980392156453e+03 8.990158088235293690e+03 1.835034275428921546e+02 2.953780254289215463e+02
7.656976085866129544e-02 3.078207269155206177e+03 5.132164047151276463e+03 1.689787573673870327e+02 2.353722249508840832e+03 5.132205304518663979e+03 5.618643418467582705e+03 9.091929273084479064e+03 1.861337334233791694e+02 2.977732686640471229e+02
8.283279975513359317e-02 2.717233116883116963e+03 4.657166233766233745e+03 1.527616883116883173e+02 2.172334632034632250e+03 4.345875324675324919e+03 5.391161471861471910e+03 7.641761904761904589e+03 1.780446834415584476e+02 2.484969155844155750e+02
8.886264192081894109e-02 2.387625593354430293e+03 3.941383306962025472e+03 1.290270223496835342e+02 1.850696598101265863e+03 3.959310126582278372e+03 4.376843750000000000e+03 7.028919303797468274e+03 1.438245154272151751e+02 2.276525415348101262e+02
9.493524398572131262e-02 2.045571870925684379e+03 3.449574641460234488e+03 1.128638567470664924e+02 1.602640971316818650e+03 3.432065840938721976e+03 3.840138200782268541e+03 6.163104302477183410e+03 1.268708238265971318e+02 1.995971316818774426e+02
1.010510809291368245e-01 1.878429219600726128e+03 3.058922262552934171e+03 1.002650673018753906e+02 1.473454174228675356e+03 3.157042347247429007e+03 3.425374773139746139e+03 5.545301875378100704e+03 1.124722096188747855e+02 1.803885549001815036e+02
1.071918355362574127e-01 1.734577656329435740e+03 2.855861972547025744e+03 9.301371854346720625e+01 1.376930732079308655e+03 2.885660650737162996e+03 3.247037366548042883e+03 5.060448906964921662e+03 1.058940089603457011e+02 1.634269032791052325e+02
1.133640700251744293e-01 1.585888888888888914e+03 2.570388185654008794e+03 8.399556082981716543e+01 1.256793952180028100e+03 2.686132208157524929e+03 2.893422878574777314e+03 4.749401312705110286e+03 9.498892405063291733e+01 1.526461409985935518e+02
1.195184611122857843e-01 1.578776282853566954e+03 2.552040884438881676e+03 8.300037155819774171e+01 1.262170942845223180e+03 2.626386316228618853e+03 2.897099916562369799e+03 4.620261159783061885e+03 9.489896224447225848e+01 1.476418309345014563e+02
1.256657517103361710e-01 1.447564705882352882e+03 2.322717457305502649e+03 7.569597960151801885e+01 1.143991745730550292e+03 2.416607779886147910e+03 2.548654838709677279e+03 4.224255028462997871e+03 8.352861124288425287e+01 1.350675996204933540e+02
1.317871926578333408e-01 1.434505995828988489e+03 2.271611748348974743e+03 7.414955900243309372e+01 1.149008428919012886e+03 2.370980361487660957e+03 2.562524157108098734e+03 4.090077163712200218e+03 8.461368178658324268e+01 1.297794251824817593e+02
1.378887696062481294e-01 1.328541298865069393e+03 2.099411885245901431e+03 6.811721212957124294e+01 1.066890132408575028e+03 2.203779949558638236e+03 2.354232976040353151e+03 3.827851197982345639e+03 7.711963567938209962e+01 1.206527033417402208e+02
1.440612672229828750e-01 1.259506415739948807e+03 1.936142286854861823e+03 6.359860190333618846e+01 1.008099942971200562e+03 2.077801824921585649e+03 2.195270459081836634e+03 3.486080125463359309e+03 7.244142518534360420e+01 1.113106109210151260e+02
1.501845201433902877e-01 1.110623845736012981e+03 1.688256382400868915e+03 5.493801347772949129e+01 8.904102390005431289e+02 1.878110401955458883e+03 1.915586909288429979e+03 3.177390548614882846e+03 6.261812533948940285e+01 1.007487778381314456e+02
1.563418093457785985e-01 1.021177576767436335e+03 1.530739704832182724e+03 4.987232950487979366e+01 8.358195072601761240e+02 1.714224946441323482e+03 1.798264341823375389e+03 2.889947155439181188e+03 5.910086884075219871e+01 9.095647613663413722e+01
1.625438955957596576e-01 9.707252231631952100e+02 1.446718127718013193e+03 4.737382338635843126e+01 7.953774891279468875e+02 1.614011902037079381e+03 1.695450446326390420e+03 2.698965438315403844e+03 5.554152838178072926e+01 8.517428902494850718e+01
1.686940235306336466e-01 9.141477766287487157e+02 1.346123991726990653e+03 4.438701848500517144e+01 7.522613753877973295e+02 1.518551913133402195e+03 1.599027817993795225e+03 2.513955739400206767e+03 5.257439891416752431e+01 7.930352895553257042e+01
1.747987378343396903e-01 8.502717611336031496e+02 1.215471659919028298e+03 3.973794913967611109e+01 6.995378542510121633e+02 1.432961437246963442e+03 1.447616295546558604e+03 2.364508299595141580e+03 4.731200341599190295e+01 7.438124999999999432e+01
1.809057159377772395e-01 8.144196765498652439e+02 1.195622192273135624e+03 3.878402964959568777e+01 6.717270889487870136e+02 1.378264420485175151e+03 1.407944743935310044e+03 2.314580233602875069e+03 4.592157176549865483e+01 7.184086365678346908e+01
1.870079494254630881e-01 7.841980701754384881e+02 1.143886666666666542e+03 3.702651315789473330e+01 6.515608771929823888e+02 1.317947982456140153e+03 1.360252631578947330e+03 2.212809122807017502e+03 4.436066337719297792e+01 6.819083333333333030e+01
1.931644028143169878e-01 7.629742964942619210e+02 1.067223628360320845e+03 3.530222744065398643e+01 6.265756563433423025e+02 1.296194151862914623e+03 1.282089372740135332e+03 2.111757899701305178e+03 4.183938256563433811e+01 6.605797535764817496e+01
1.993257601852206906e-01 7.207697798025816383e+02 1.015507820804859534e+03 3.295434700075930579e+01 6.036061123766135097e+02 1.217953530751708513e+03 1.227105846621108640e+03 2.017917539863325828e+03 3.995754081245254241e+01 6.174766989369780390e+01
2.054762598507901550e-01 7.045539264063161227e+02 9.801104610179050951e+02 3.190171868391372101e+01 5.822295220640068010e+02 1.187566896940645847e+03 1.165740730297476375e+03 1.937086705202312260e+03 3.792244113915128167e+01 5.928216639644720232e+01
2.116257382464896697e-01 6.394179703168873630e+02 8.640369701831796192e+02 2.822523064580826713e+01 5.330234322770423887e+02 1.091380732718277841e+03 1.060485225297499710e+03 1.769727904800107126e+03 3.434444569795427782e+01 5.408216756919375001e+01
2.177578654451892970e-01 6.030028477407922765e+02 8.072866725730920052e+02 2.649559786735856193e+01 5.042906910517656343e+02 1.027232755347424472e+03 9.997266168839387319e+02 1.653966459941779704e+03 3.251298688457157482e+01 5.048842314264017261e+01
2.238991135097555263e-01 5.634485250209005471e+02 7.558010271109518499e+02 2.440241139675146087e+01 4.779310283052669206e+02 9.652177833512480447e+02 9.416847605398303358e+02 1.570648871372267877e+03 3.047578526215215433e+01 4.714022378478442477e+01
2.300081978121491233e-01 5.676910573742443376e+02 7.329475875441997914e+02 2.417308693110528139e+01 4.810885137447245370e+02 9.640489335006272995e+02 9.217776890612524312e+02 1.510435610813276980e+03 2.993619182730694561e+01 4.595774994296795057e+01
2.361454707693454169e-01 5.199120920278223821e+02 6.639744783306580302e+02 2.170026919475655447e+01 4.461964686998394427e+02 8.817078116639913787e+02 8.604971642589620160e+02 1.381014446227929284e+03 2.775569990636703821e+01 4.163197231139646703e+01
2.422857100963227428e-01 4.919271928928826583e+02 6.285306851832941675e+02 2.042061612886755739e+01 4.207670019401613217e+02 8.530425814357193985e+02 8.190234351067088028e+02 1.342310732155621281e+03 2.629819769222914161e+01 4.031958414173389116e+01
2.484099584913142256e-01 4.990889202884428073e+02 6.268433053985577317e+02 2.057884062560904326e+01 4.276752095108166145e+02 8.491853439875267213e+02 8.071320892613525757e+02 1.324678620152017174e+03 2.618802377704151141e+01 3.952293351685830913e+01
2.545441957051269855e-01 4.704257805283576772e+02 5.897572972473674326e+02 1.933707480833179559e+01 4.040710326990578096e+02 8.041258082394235771e+02 7.732295861814151294e+02 1.258945501570293800e+03 2.495729609273969984e+01 3.736534442545723067e+01
2.606917133414053955e-01 4.521456942003514996e+02 5.590258347978910933e+02 1.821287483523725825e+01 3.910975834797891366e+02 7.706033391915641459e+02 7.400333919156415732e+02 1.200754393673110826e+03 2.380550032952548634e+01 3.531299978031634623e+01
2.668580198415695381e-01 4.286363636363636260e+02 5.310467939059099081e+02 1.718959275071153314e+01 3.708625899882805470e+02 7.402516323455549809e+02 7.006998576929515821e+02 1.162394525364138644e+03 2.255249665159886163e+01 3.378169470952619946e+01
2.730019564931540632e-01 4.187428985273999729e+02 5.086919610525468443e+02 1.656197568801802333e+01 3.626229580751589197e+02 7.214738875030175222e+02 6.846614629435905499e+02 1.115917035487245357e+03 2.198215327512673767e+01 3.252380904482175339e+01
2.791389873202678173e-01 3.974459293394777433e+02 4.717688940092165808e+02 1.540001680107526916e+01 3.467044162826421143e+02 6.883799539170506705e+02 6.506146697388633129e+02 1.051874654377880233e+03 2.079849750384024532e+01 3.070720286098310225e+01
2.852424996643880273e-01 3.780152216087151373e+02 4.473428965825996215e+02 1.453346049097149617e+01 3.297244441128190147e+02 6.559155349947768627e+02 6.144385166393075224e+02 9.919861960901357634e+02 1.962350069019549181e+01 2.872958093941202762e+01
2.913531997893986092e-01 3.703245263157894556e+02 4.312249824561403102e+02 1.411280592105263132e+01 3.259051228070175057e+02 6.380054035087719058e+02 6.102627368421052552e+02 9.603939649122805804e+02 1.949134429824561110e+01 2.770110526315789201e+01
2.975143171497069416e-01 3.530913949397916554e+02 4.010051413881748203e+02 1.321580300365309135e+01 3.128416317142470575e+02 6.044726018130157854e+02 5.747706670274658336e+02 9.075947774320119379e+02 1.836366442294682599e+01 2.593541131105398279e+01
3.036544665973567314e-01 3.443178309658169951e+02 3.895682687941882705e+02 1.269879536388402563e+01 3.039993513653759010e+02 5.937583187390542889e+02 5.552739184017643765e+02 8.858801971849258052e+02 1.768144945514691813e+01 2.517045915223454955e+01
3.097883787544665757e-01 3.298426152398870954e+02 3.664229852618375389e+02 1.182551250391972353e+01 2.932488867983693694e+02 5.691136406396989287e+02 5.312237064910630124e+02 8.447121354656632093e+02 1.684367944496707281e+01 2.369999412041392262e+01
3.159486680635095190e-01 3.200646804477877367e+02 3.534677486228750922e+02 1.156483315317183092e+01 2.861579399395841961e+02 5.552186815139489227e+02 5.227184149736420977e+02 8.220055677308536133e+02 1.658437666587691695e+01 2.322273329680744069e+01
3.221066234444813769e-01 3.095661850046425343e+02 3.327690343546889267e+02 1.093655608025765957e+01 2.771093024605385153e+02 5.367393802228411914e+02 4.959848537604456737e+02 7.893171425255338818e+02 1.572598037082172695e+01 2.212915288416898818e+01
3.282572612915165555e-01 2.992718111540585255e+02 3.245344561016013358e+02 1.059857554527885171e+01 2.693752622860298516e+02 5.188122032026504939e+02 4.846054113749310090e+02 7.650260629486472226e+02 1.529800524572059750e+01 2.124564467145223645e+01
3.343544383171894174e-01 2.936530406326697857e+02 3.082709026452141075e+02 1.018369409599127451e+01 2.623300790837196814e+02 5.089961276247614137e+02 4.628346332151622846e+02 7.397901827106627479e+02 1.464088321516225832e+01 2.059546632124352428e+01
3.404813620364756654e-01 2.789459017231681628e+02 2.913896303113974682e+02 9.469178235414428713e+00 2.497504218438410817e+02 4.916477987421383773e+02 4.422087232193076716e+02 7.142978473180958190e+02 1.384868749041264024e+01 1.961826008590274384e+01
3.466259536752008263e-01 2.731433655822347077e+02 2.792814176149180412e+02 9.158457190836633899e+00 2.465746403328487588e+02 4.750675221815629925e+02 4.289508246027369864e+02 6.820678229485187103e+02 1.357375839641084703e+01 1.863531380019048456e+01
3.527314914776840671e-01 2.650318922062814977e+02 2.712575126017836169e+02 8.852802230758046065e+00 2.397765122140364440e+02 4.600050407134548323e+02 4.195303412175261428e+02 6.601308162078324813e+02 1.313670814753780469e+01 1.793872685633966668e+01
3.588700951741782830e-01 2.540371652816251071e+02 2.559512927054478268e+02 8.294051535087719529e+00 2.310769852262234281e+02 4.452803324099722886e+02 3.997828254847645439e+02 6.365514312096029244e+02 1.245570752539242676e+01 1.716315068097876306e+01
