# k, xm.power, xs.power, xd.power,  pm1.power, pm2.power, ps1.power, ps2.power, pd1.power, pd2.power
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.691056022563805813e-03 1.193619279477458799e-05 3.166444230769230853e+04 2.045722355769230944e+03 1.469180413011122738e-12 1.558943389423076951e+04 3.166444230769230853e+04 3.166444230769230853e+04 2.045722355769230944e+03 2.045722355769230944e+03
1.503254434404273886e-02 -5.739232518761936255e-06 2.411289583333333212e+04 1.558744683159722172e+03 1.996449494920702047e-12 1.302271354166666606e+04 2.411289583333333212e+04 2.411289583333333212e+04 1.558744683159722172e+03 1.558744683159722172e+03
2.104537904654678673e-02 -1.819867573335374710e-05 2.311805427631578641e+04 1.476179276315789366e+03 2.706239107077684753e-12 1.269775493421052488e+04 2.311805427631578641e+04 2.311805427631578641e+04 1.476179276315789366e+03 1.476179276315789366e+03
2.718418752217394846e-02 2.483491294292940410e-06 1.736164636752137085e+04 1.116892361111111313e+03 2.546716636246303531e-12 9.271368589743589837e+03 1.736164636752137085e+04 1.736164636752137085e+04 1.116892361111111313e+03 1.116892361111111313e+03
3.359305548768203725e-02 2.794496995192307622e+03 1.979568389423076951e+04 1.269777644230769283e+03 2.805153245192307622e+03 1.126339543269230853e+04 1.979568389423076951e+04 1.979568389423076951e+04 1.269777644230769283e+03 1.269777644230769283e+03
3.967812110980351720e-02 3.017915364583333485e+03 1.595317291666666642e+04 1.009806770833333303e+03 3.032013281250000091e+03 8.708346874999999272e+03 1.595317291666666642e+04 1.595317291666666642e+04 1.009806770833333303e+03 1.009806770833333303e+03
4.573133090443888549e-02 3.971832409972299047e+03 1.407315650969529088e+04 8.827436807479224399e+02 3.985359418282548631e+03 7.735010387811634246e+03 1.407315650969529088e+04 1.407315650969529088e+04 8.827436807479224399e+02 8.827436807479224399e+02
5.186912300623527233e-02 3.136340675057208045e+03 1.295331121281464584e+04 8.035386155606407783e+02 3.140165617848970214e+03 7.068020594965674718e+03 1.295331121281464584e+04 1.295331121281464584e+04 8.035386155606407783e+02 8.035386155606407783e+02
5.807971256735403043e-02 3.030143717728054980e+03 1.189996213425129099e+04 7.391933089500861342e+02 3.039093158347676308e+03 6.519779690189328903e+03 1.189996213425129099e+04 1.189996213425129099e+04 7.391933089500861342e+02 7.391933089500861342e+02
