# k, xm.power, xs.power, xd.power,  pm1.power, pm2.power, ps1.power, ps2.power, pd1.power, pd2.power
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.691056022563805813e-03 3.446350360576923322e+03 2.870827223557692378e+03 1.851391225961538680e+02 9.204390024038461888e+02 1.558943389423076951e+04 8.298719200721154721e+02 3.166444230769230853e+04 5.321550574669471700e+01 2.045722355769230944e+03
1.503254434404273886e-02 4.120576388888888687e+03 5.227712239583333030e+03 3.359758572048610858e+02 1.842212239583333258e+03 1.302271354166666606e+04 3.131721354166666515e+03 2.411289583333333212e+04 1.997748752170138857e+02 1.558744683159722172e+03
2.104537904654678673e-02 4.516474095394736651e+03 6.727132812500000000e+03 4.293714535361841627e+02 2.079542351973684163e+03 1.269775493421052488e+04 3.614943256578947057e+03 2.311805427631578641e+04 2.303733038651315610e+02 1.476179276315789366e+03
2.718418752217394846e-02 3.572402777777778283e+03 5.858791132478632790e+03 3.754020432692308304e+02 1.804438969017094223e+03 9.271368589743589837e+03 3.589170138888889142e+03 1.736164636752137085e+04 2.275824819711538680e+02 1.116892361111111313e+03
3.359305548768203725e-02 6.211059495192307622e+03 1.159212620192307804e+04 7.433106971153846416e+02 4.657207932692307622e+03 1.126339543269230853e+04 1.315180288461538476e+04 1.979568389423076951e+04 8.427282151442308304e+02 1.269777644230769283e+03
3.967812110980351720e-02 5.260532291666666424e+03 1.035087291666666715e+04 6.594506510416666742e+02 4.310866145833333576e+03 8.708346874999999272e+03 1.257987083333333248e+04 1.595317291666666642e+04 8.038260416666666970e+02 1.009806770833333303e+03
4.573133090443888549e-02 5.502549168975068824e+03 1.151288919667590017e+04 7.281733898891966419e+02 4.893784626038781425e+03 7.735010387811634246e+03 1.483589335180055423e+04 1.407315650969529088e+04 9.499053843490304416e+02 8.827436807479224399e+02
5.186912300623527233e-02 4.739453947368420813e+03 9.800338672768879405e+03 6.178225829519450372e+02 4.072292620137299764e+03 7.068020594965674718e+03 1.203880320366132764e+04 1.295331121281464584e+04 7.696848541189931439e+02 8.035386155606407783e+02
5.807971256735403043e-02 4.411833476764199986e+03 9.039493115318417040e+03 5.687648450946643379e+02 3.836478485370051658e+03 6.519779690189328903e+03 1.112307659208261612e+04 1.189996213425129099e+04 7.104182981927710898e+02 7.391933089500861342e+02
6.422094742881356844e-02 4.244899484536082127e+03 8.629957290132548223e+03 5.402600331369661717e+02 3.666668998527246004e+03 6.238226804123711190e+03 1.043876656848306266e+04 1.138430633284241594e+04 6.672688696612665353e+02 6.997597109720176149e+02
7.029194303550849454e-02 3.365086090686274474e+03 6.741838848039215918e+03 4.243195465686274588e+02 2.956107536764705856e+03 4.965000306372548948e+03 8.370250612745097897e+03 8.990157475490195793e+03 5.343705958946078454e+02 5.551393995098038658e+02
7.656976085866129544e-02 3.618514243614930820e+03 7.244185658153241093e+03 4.560255402750490816e+02 3.243241650294695319e+03 5.067886051080549805e+03 8.986569744597249155e+03 9.091929273084479064e+03 5.787021119842828512e+02 5.561662573673869474e+02
8.283279975513359317e-02 2.991253463203463070e+03 5.954807792207791863e+03 3.679371753246753087e+02 2.670826406926406889e+03 4.267341558441558846e+03 7.397076190476190277e+03 7.641762770562770129e+03 4.707412337662337904e+02 4.597826839826839773e+02
8.886264192081894109e-02 2.673778876582278372e+03 5.330210838607595178e+03 3.268045638844936889e+02 2.363689280063290880e+03 3.851328322784810098e+03 6.448140031645569252e+03 7.028919303797468274e+03 4.084092414952531840e+02 4.169345332278480782e+02
9.493524398572131262e-02 2.319675521512385785e+03 4.609650586701433895e+03 2.843125814863103074e+02 2.070212027379400297e+03 3.372507170795306138e+03 5.638436114732724491e+03 6.163104954367666323e+03 3.585238347457627128e+02 3.653227672750977604e+02
1.010510809291368245e-01 2.094287658802178157e+03 4.097203569267998319e+03 2.519970319116757480e+02 1.855670145190562835e+03 3.066165154264972898e+03 4.931467029643073147e+03 5.545301875378100704e+03 3.125503062613430529e+02 3.301335072595281304e+02
1.071918355362574127e-01 1.985852058973055364e+03 3.903526182003050508e+03 2.371676410777834292e+02 1.802569903406202457e+03 2.804151499745805722e+03 4.804279105236400937e+03 5.060449415353329641e+03 3.028399847483477174e+02 2.959153851042196379e+02
1.133640700251744293e-01 1.784328527894983608e+03 3.511902250351617568e+03 2.103758643928738934e+02 1.616056610407876406e+03 2.594083919362400593e+03 4.316489451476793874e+03 4.749401312705110286e+03 2.687949484294421154e+02 2.732969995311767661e+02
1.195184611122857843e-01 1.752569461827284158e+03 3.406835836462244515e+03 2.038260586149353344e+02 1.592760742594910198e+03 2.522306007509386745e+03 4.195425949103045241e+03 4.620261576971213799e+03 2.625167657488527198e+02 2.614195348352106976e+02
1.256657517103361710e-01 1.621962239089184095e+03 3.159730360531309088e+03 1.879996442125237195e+02 1.474563472485768443e+03 2.318961859582542729e+03 3.883600759013282641e+03 4.224255028462997871e+03 2.420965607210626160e+02 2.373395872865275180e+02
1.317871926578333408e-01 1.579799096280848062e+03 3.013872784150156349e+03 1.780049530761209553e+02 1.438983750434480498e+03 2.256129822732012599e+03 3.677284671532846914e+03 4.090077511296489320e+03 2.309097584289190195e+02 2.243906195689954757e+02
1.378887696062481294e-01 1.471333543505674697e+03 2.826712799495586296e+03 1.651591168820933149e+02 1.355109552332912926e+03 2.089083228247162879e+03 3.504802017654476458e+03 3.827851197982345639e+03 2.178893639659520716e+02 2.069428593947036461e+02
1.440612672229828750e-01 1.386347020245224030e+03 2.580948388936413266e+03 1.513648952095808511e+02 1.284548189335614552e+03 1.965142429426860645e+03 3.253221842030225616e+03 3.486080125463359309e+03 2.028517072996863533e+02 1.912983319076133739e+02
1.501845201433902877e-01 1.225159288430200831e+03 2.299011950027158946e+03 1.335130703422053102e+02 1.135309478544269268e+03 1.758963878326996110e+03 2.892688212927756467e+03 3.177390548614882846e+03 1.788728272677892335e+02 1.709671034763715340e+02
1.563418093457785985e-01 1.133498928826469864e+03 2.097398714591764019e+03 1.209239020471316337e+02 1.065447512497024491e+03 1.605218162342299365e+03 2.668583432516067660e+03 2.889947155439181188e+03 1.644576291359200297e+02 1.532670643894310842e+02
1.625438955957596576e-01 1.052817578393224949e+03 1.938867475394827125e+03 1.106621151865415413e+02 9.927872510872052771e+02 1.504118677042801664e+03 2.480997024490729927e+03 2.698965438315403844e+03 1.523073500801098703e+02 1.425120021744106111e+02
1.686940235306336466e-01 1.001595553257497386e+03 1.813535677352636867e+03 1.045328399689762051e+02 9.557529472595656443e+02 1.415770734229575964e+03 2.363091209927611089e+03 2.513955739400206767e+03 1.458622673216132455e+02 1.311923862461220267e+02
1.747987378343396903e-01 9.219780364372469421e+02 1.666074595141700229e+03 9.317736589068825026e+01 8.737119433198380420e+02 1.324507388663967504e+03 2.168573684210526153e+03 2.364508299595141580e+03 1.306814777327935246e+02 1.226809210526315752e+02
1.809057159377772395e-01 8.882585804132974090e+02 1.627913207547169804e+03 9.014827605570529556e+01 8.452859838274932827e+02 1.267841419586702614e+03 2.103282120395328093e+03 2.314580233602875069e+03 1.268696990116801402e+02 1.163227201257861623e+02
1.870079494254630881e-01 8.448087719298245020e+02 1.538561929824561275e+03 8.418947368421052602e+01 8.105571929824560584e+02 1.205449122807017375e+03 2.000614736842105003e+03 2.212809122807017502e+03 1.207550657894736759e+02 1.086940570175438552e+02
1.931644028143169878e-01 8.201748152806162580e+02 1.450937902845464578e+03 8.088990528218833731e+01 7.827766860556516804e+02 1.180024288633862625e+03 1.905876120106901453e+03 2.111757899701305178e+03 1.148686232510611660e+02 1.053897480742021742e+02
1.993257601852206906e-01 7.630330296127563088e+02 1.370494457099468491e+03 7.372985003796507897e+01 7.374109339407744983e+02 1.093828094153378970e+03 1.814424145785877045e+03 2.017917539863325828e+03 1.080352315869400144e+02 9.601668564920274207e+01
